supplier_reference,price_ttc_amount,product_name
247-090-08,2.68,Helia - Boite encastre gyproc 47MM D:68MM - 247-090-08
DT102,265,Catu - Appareil de mesure catex - DT102
42/9064,2.95,Helia - Boite encastre gyproc 61MM D:68MM - 261-090-08
4TBB600346C0200,1.5,Vynckier - Entree M20 tube D:16-20 - 600346
695020635,203.54,Hirschmann - Coffret connecteur be - 695020635
5057507,3.19,"Obo - Collier de terre r 1/8""-R 3/8"" - 5057507"
2149016,0.62,Obo - Attache quick M25 gris pp - 2149016
A9C22712,39.95,Schneider - Contacteur 230/240VAC 16A 2NO - A9C22712
6022030,74,Obo - Goulotte wdk LA150XH60XL2000 gris - 6022030
1233000031,249,Preflex - Derouleur pour type 2 - 1233000031
2CDB710005R0000,12.27,Vynckier - Coupe de terre - 600943
0341GU,13.04,Kalthoff - Fiche male caout 10/16A 250V - 0341GU
2CDB600769R0000,2.95,Vynckier - Boite encastree 16-32A - 600769
6025412,16.13,Obo - Goulotte wdk LA40XH40XL2000 creme blanc - 6025412
7650,1.33,Helia - Boîte d'encastrement P:65MM a/vis - 7650
7502,0.76,Helia - Boite encastre univ D:50MM s/vis 2 entr vis 2 fix a gri - 7502
6020887,21.65,Obo - Goulotte wdk LA60XH40XL2000 creme blanc - 6020887
089352,6.32,Legrand - Boîte encastre double vert P50MM batibox - 089352
3100189,21,Obo - Goujons M6 18MM 903 - 3100189
RAPID43D055,31.15,TE Connectivity - Resine polurythane 0.55L - RAPID43D055
031919,45,Legrand - Collier colson 9X357 noir ext - 031919
7TCG009330R0025,37,"ABB - Collier 4,8X360 detect bleu poly - 7TAG009660R0036"
031920,115,Legrand - Collier colson 9X498 noir ext - 031920
4910322,361.61,"Fluke - Electrical tester with fieldsense™, round - 4910322"
6021867,80.17,Obo - Goulotte wdk B170XH60XL2000 creme blanc - 6021867
247,1.57,Helia - Boite encastre pour parois creuses 47MM - 247
5019,2.12,Helia - Boite pour parois creuses simple 61MM - 5019
2250241,0.57,Obo - Attache a press assemble 16-24MM2037 - 2250241
2022870,3.42,Obo - Presse-etoupe pa M32 griscl IP68 - 2022870
010463,39,Legrand - Mur dlp B105XH35XL2000 deks 85MM - 010463
812SC1924,46,Caddy - Snapclip D:19-24MM tole 8-12 - 187690
034391,20.65,Legrand - Coupe terre equipotentiele - 034391
010427,68.07,Legrand - Dlp goulotte LA150XH50XL2000 blanc - 010427
341,1.17,Helia - Boîte d'encastrement universele D:40MM - 341
JK113B20,93.99,Hager - Goulotte LA250XH68XL2000 - JK113B20
032044,28,"Legrand - Collier colring 4,6X360 blanc - 032044"
DM420SL,60.07,Trump - Dimmer encastre 420W r-c-l en led's 200W - DM420SL
RO7842771,97,Tuyaux de protection des cables diam 63 rouge - 7842771 - RO7842771
74,0.87,Helia - Boîte d'encastrem P:40MM s/vis - 74
037168,3.58,Legrand - Borne rail 4MM gris - 037168
ST303,61.18,Hager - Transfo sonnette 220V/8-12V-8VA - ST303
05-711,200.46,Niko - Variateur modulaire 1-10V - 05-711
080054,9.99,Legrand - Batibox boite paroi creuse 4 mecanismes 50MM - 080054
6191356,138.82,Obo - Goulotte wdk LA230XH100XL1300 blanc pur - 6191356
224-112,22,"Wago - Raccord lustre 2X1-2,5 1X0,5-2,5 - 224-112"
412790,117.17,Legrand - Schakelklok journalier analogue 100U 1 module - 412790
5021,2.17,Helia - Boitier encastre parois creuses P47 1V - 5021
5029,2.5,Helia - Boitier encastre parois creuse P61 1V - 5029
080067,82.92,Legrand - Scie cloche diametre 67MM boites cloisons creuses batibox - 080067
346020,127.53,Bticino - Alimentation 220V 27VDC 600MA 2 modules - 346020
6021859,48.8,Obo - Goulotte wdk LA130XH60XL2000 creme blanc - 6021859
6120130,154.8,Theben - Interrupteur horaire digit 24H/7J resm 16A - TR612 TOP3
AMMB116,3.25,Manchon de prolongation D:16MM - AMM116
752,1.36,Helia - Boite encastre quadra D:50 vis/griffe - 752
MWN232A,12.95,Hager - Disjoncteur 3KA 2P c 32A - MWN232A
037167,3.72,"Legrand - Borne rail 2,5MM gris - 037167"
4500,15.5,Helia - Boite encastre P:45CM 2VIS - 4500
2140721,20,Obo - Att gr 2X22MM pvc 2962/2 3/4 - 2140721
2022872,7.35,Obo - Presse-etoupe pa M40 griscl IP68 - 2022872
2CSF702157R0160,103.3,Vynckier - Interrupteur differentiel 2P 16A 10MA 2M - 604312
A9C21732,91.22,Schneider - Contacteur 230/240VAC 25A 2NO - A9C21732
2153114,0.71,"Obo - Attache-chev 18,5-22,5 MULTIQUI2 - 2153114"
A9F78216,53,Schneider - Disjoncteur 6KA 2P b 16A - A9F78216
037171,4.24,Legrand - Borne terre 4MM vert/jaune - 037171
2CDB720002R0000,22.01,"Vynckier - Bloc multiprise 4X16A+CORDON bc 1,5M - 600013"
A9F79232,45.54,Schneider - Disjoncteur 6KA 2P c 32A - A9F79232
6025633,19.68,Obo - Goulotte wdk LA60XH40XL2000 gris - 6025633
A9F74102,26.5,Schneider - Disjoncteur 6KA 1P c 2A - A9F74102
A9F79225,41.9,Schneider - Disjoncteur 6KA 2P c 25A - A9F79225
A9F79325,65,Schneider - Disjoncteur 6KA 3P c 25A - A9F79325
A9F79316,63.6,Schneider - Disjoncteur 6KA 3P c 16A - A9F79316
A9F79332,67,Schneider - Disjoncteur 6KA 3P c 32A - A9F79332
A9F64210,14.59,"Schneider - Disjoncteur 4,5KA 2P c 10A - A9F64210"
A9F64420,53.62,"Schneider - Disjoncteur 4,5KA 4P c 20A - A9F64420"
A9F64425,49.5,"Schneider - Disjoncteur 4,5KA 4P c 25A - A9F64425"
A9F64416,49.5,"Schneider - Disjoncteur 4,5KA 4P c 16A - A9F64416"
A9F79220,31.5,Schneider - Disjoncteur 6KA 2POLES c 20A - A9F79220
A9F64463,96,"Schneider - Disjoncteur 4,5KA 4P c 63A - A9F64463"
R9F64204,11.89,Schneider - Disjoncteur 3KA 2P c 4A - R9F64204
A9F79420,79.95,Schneider - Disjoncteur 6KA 4P c 20A - A9F79420
A9F79216,37.46,Schneider - Disjoncteur 6KA 2POLES c 16A - A9F79216
A9F75432,110,Schneider - Disjoncteur 6KA 4P d 32A - A9F75432
A9F79425,84.8,Schneider - Disjoncteur 6KA 4P c 25A - A9F79425
A9F79440,105.09,Schneider - Disjoncteur 6KA 4P c 40A - A9F79440
A9F79416,75,Schneider - Disjoncteur 6KA 4POLES c 16A - A9F79416
A9F79432,76.25,Schneider - Disjoncteur 6KA 4POLES c 32A - A9F79432
A9F68202,30.88,Schneider - Disjoncteur 6KA 2P c 2A IT60N - A9F68202
A9F79463,190.32,Schneider - Disjoncteur 6KA 4POLES c 63A - A9F79463
A9F68216,19.95,Schneider - Disjoncteur 6KA 2P c 16A IT60N - A9F68216
A9F68220,19.3,Schneider - Disjoncteur 6KA 2P c 20A IT60N - A9F68220
A9F68425,66.95,Schneider - Disjoncteur 6KA 4P c 25A IT60N - A9F68425
A9F68463,132.5,Schneider - Disjoncteur 6KA 4P c 63A IT60N - A9F68463
A9F68432,62.61,Schneider - Disjoncteur 6KA 4P c 32A IT60N - A9F68432
A9F64216,14.57,"Schneider - Disjoncteur 4,5KA 2P c 16A - A9F64216"
A9F64206,18.95,"Schneider - Disjoncteur 4,5KA 2P c 6A - A9F64206"
A9F64440,52.95,"Schneider - Disjoncteur 4,5KA 4P c 40A - A9F64440"
A9F64220,14.59,"Schneider - Disjoncteur 4,5KA 2P c 20A - A9F64220"
A9F64432,53.49,"Schneider - Disjoncteur 4,5KA 4P c 32A - A9F64432"
R9F64210,8.77,Schneider - Disjoncteur 3KA 2P c 10A - R9F64210
R9F64206,11.8,Schneider - Disjoncteur 3KA 2P c 6A - R9F64206
R9F64240,13.37,Schneider - Disjoncteur 3KA 2P c 40A - R9F64240
R9F64225,11.4,Schneider - Disjoncteur 3KA 2P c 25A - R9F64225
R9F64316,24.95,Schneider - Disjoncteur 3KA 3P c 16A - R9F64316
R9F64320,24.95,Schneider - Disjoncteur 3KA 3P c 20A - R9F64320
R9F64325,26.47,Schneider - Disjoncteur 3KA 3P c 25A - R9F64325
R9F64340,33.37,Schneider - Disjoncteur 3KA 3P c 40A - R9F64340
R9F64332,28.01,Schneider - Disjoncteur 3KA 3P c 32A - R9F64332
R9F64425,35.63,Schneider - Disjoncteur 3KA 4POLES c 25A - R9F64425
R9F64432,37.69,Schneider - Disjoncteur 3KA 4POLES c 32A - R9F64432
R9F64440,41.95,Schneider - Disjoncteur 3KA 4P c 40A - R9F64440
A9F79210,36.34,Schneider - Disjoncteur 6KA 2P c 10A - A9F79210
5011,1.75,Helia - Boite parois creuses orange 1-V 47MM - 5011
A9F68420,61.15,Schneider - Disjoncteur 6KA 4P c 20A IT60N - A9F68420
R9F64232,11.95,Schneider - Disjoncteur 3KA 2P c 32A - R9F64232
261,2.03,Helia - Boite encastre parois creuses 61MM - 261
636000,12.71,Legrand - Goulotte LINA25 LA25XH25XL2000 gris - 636000
MWN616A,30.66,Hager - Disjoncteur 3KA 4P c 16A - MWN616A
0090001,47.71,Theben - Minuterie 3 fils - ELPA9
2140187,0.54,Obo - Attache gris 16/18MM PVC2962PGL - 2140187
010464,39.84,Legrand - Dp goulotte LA105XH50XL2000 blanc - 010464
DSZ15D-3X80A,154.89,Eltako - Compteur kwh 3PH 3X80A geijkt - DSZ15D-3X80A
WSZ15D-32A,63.5,Eltako - Energie metre 32A etalonne mono mid - WSZ15D-32A
032800,35.27,Legrand - Dlp gaine de sol B92XH20XL2000 gris - 032800
RO7947771,180,Tuyaux de protection des cables diam 90 rouge - 7947464771 - RO7947771
250,0.89,Helia - Boite de derivation gr 89X42X37 - 250
EMN001,60.8,Hager - Minut d'esc 24SEC-12MIN =EM001N - EMN001
MWN225A,12.69,Hager - Disjoncteur 3KA 2P c 25A - MWN225A
050610,52.6,Legrand - Bloc multiprise 4X2P+T sans cordon - 050610
42/9061,3.12,Helia - Boite encastre gyproc 35MM 68MM - 601120
5022,6.17,Helia - Boîte d'enc doub pour parois creuse P:47MM - 5022
280,2.5,Helia - Boite encastre double 47MM - 280
2CSF704257R3400,112.95,Vynckier - Interrupteur differentiel 4P 40A 300MA type sel 4M - 604122
CM585327,14.95,Van Geel - Connect terre grifequip - CM585327
032022,15,"Legrand - Collier colring 4,6X180 noir - 032022"
050416,3.36,Legrand - Fiche 2P+T 16A sortie laterale blanc - 050416
2022864,0.93,Obo - Presse-etoupe pa M16 griscl IP68 - 2022864
RAPID43D020,19.73,"TE Connectivity - Resine celpack 0,20L - RAPID43D020"
A9C20834,51.95,Schneider - Contacteur 220/240VAC 25A 4NO - A9C20834
535206000,10.91,Novatech - Colle isolante TEC7 310ML blanc - 535206000
5013,7.57,Helia - Boite pour parois creuses orange 3-V 47MM - 5013
ESC225S,58.9,Hager - Contact silencieux 2X25A 2NO 230V/220VDC - ESC225S
5012,5.76,Helia - Boite parois creuses orange 2-V 47MM - 5012
2583583,323.59,Fluke - True rms multimeter - 2583583
030093,29.54,Legrand - Dlp gaine de sol LA75XH18XL2000 gris - 030093
031532,24,Legrand - Attache fixfor 16MM gris - 031532
0351GU,21.14,Kalthoff - Fiche fem caoutchouc 10/16A 250V - 0351GU
Y437258,9.5,"Brady - Picto triangle 10CM ""danger electrique"" 3/CA - 250222"
A11004218,570.21,Kyoritsu - Mesureur de terre digitale - 4105A CCI
M13112,85,Mennekes - Fiche male 3P+N+T 63A 400V - M13112
2CDB720003R0000,5.42,Vynckier - Fiche femelle 2P+T+S 10/16A iv - 600330
2273-208,19,"Wago - Connector 8X0,5-2,5MM blanc - 2273-208"
010786,13.82,Legrand - Dlp angle plat variable LA105XH50 special mosaic blanc - 010786
050445,7.77,Legrand - Fiche 2P+T 16A sortie droite caoutchouc - 050445
611620,12.5,Clips nylon beton double 16-20MM - 611620
5014,10.09,Helia - Boite pour parois creuses 4-V 47MM - 5014
5023,7.84,Helia - Boîte d'enc triple pour parois creuse P:47MM - 5023
2033011,0.26,Obo - Bouchon ps M20 griscl - 2033011
1233000047,38.27,Knipex - Twistcut combi - 1233000047
08462000,26,Stago - Boulon ez M6X10 - 08462000
031916,38,Legrand - Collier colson 9X262 noir ext - 031916
A91030021,107.49,Turbotech - Lan tester / multimetre - TTLA1011
5024,9.84,Helia - Boîte d'enc quadruple pour parois creuse P:47MM - 5024
2427890,872.39,Fluke - Insulation tester - 2427890
050609,39.31,Legrand - Bloc multiprise 3X2P+T sans cordon - 050609
MWN325A,23.9,Hager - Disjoncteur 3KA 3P c 25A - MWN325A
MWN640A,33.95,Hager - Disjoncteur 3KA 4P c 40A - MWN640A
092084,118.17,Legrand - Plexo boite de derivation 310X240X124 36 entrees - 092084
S0718600,30.69,"Dymo - Etiquette vinyl blanc 12MMX5,5M - 18444"
037162,1.52,Legrand - Borne rail 6MM gris - 037162
2CDB600770R0000,5.7,Vynckier - Cadre pour montage 16-32A gris - 600770
9002650000,42.23,Weidmuller - Pince coupante KT8 à 16MM2 soupl - 9002650000
MAGICPOWERGEL1L,75.43,Raytech - Magic powergel 1L - MAGICPOWERGEL1L
0260841,25.62,Theben - Programmateur menager - TT26
407800,30.59,Legrand - Disjoncteur 6KA/10KA 2P c 16A dx³ - 407800
47SC1924,0.56,Caddy - Snapclip D:19-24MM tole 4-7MM - 187600
032043,26,"Legrand - Collier colring 4,6X280 blanc - 032043"
032039,24,"Legrand - Collier colring 3,5X280 blanc - 032039"
JK113B13,61,Hager - Goulotte B250XH68XL1300 - JK113B13
PB504N,6.25,Bticino - Boite encastrement paroi creuse 4 modules etanche air - PB504N
08461000,18,Stago - Ecrou a embase cylindrique ez M6 - 08461000
5057523,5.77,"Obo - Collier de terre r 3/8""-R 4"" - 5057523"
1115669,10.55,"Obo - Rail din perforé 35X7,5 2 mètres - 1115669"
DZ5CA162,30,Schneider - Embout moyen blanc 16MM2 - DZ5CA162
2140411,3.14,Obo - Attache gris 42MM PVC2962PGL - 2140411
2049546,0.69,Obo - Contr-ecrou ps M25 griscl - 2049546
037664,130,"Legrand - Embout isole 1,5MM noir - 037664"
6025153,5.56,Obo - Goulotte wdk LA20XH20XL2000 creme blanc - 6025153
412780,73.43,Legrand - Schakelklok journalier analogue 1 module - 412780
032042,15,"Legrand - Collier colring 4,6X180 blanc - 032042"
AT22591,4.9,Attema - Boite a cables AK1 IP65 - 22591
9041650000,152.54,Weidmuller - Pince a sertir pour connec RJ45 - 9041650000
4016961,197.91,"Fluke - Voltage/continuity tester with lcd, switchable loa - 4016961"
2000001,3.22,Obo - Boîte de deriv A6 vide griscl - 2000001
R9R05463,142.15,Schneider - Interrupteur differentiel 4P 63A 300MA type sel 4M - R9R05463
R9R10225,92.66,Schneider - Interrupteur differentiel 2P 25A 10MA type a 2M - R9R10225
R9R05440,106.48,Schneider - Interrupteur differentiel 4P 40A 300MA type sel 4M - R9R05440
DZ5CA062,22,Schneider - Embout midd vert 6MM2 - DZ5CA062
AM127,19.47,"Piq de terre cuivre 1,5M 18MM - AM127"
2153106,0.61,Obo - Attache-chev 15-19MM MULTIQUICK1 - 2153106
539506000,11.44,Novatech - Colle isolante TRANS7 310ML clear - 539506000
2CDB720004R0000,2.95,Vynckier - Fiche 2P+T 10/16A ivoire - 601038
CPA463E,168.93,Hager - Interrupteur differentiel 4P 63A 300MA type sel - CPA463E
050611,72.07,Legrand - Bloc multiprise 6X2P+T sans cordon - 050611
243-304,18,"Wago - Connecteur 4FILS 0,8MM gris clair - 243-304"
611707,88.5,Legrand - Dlp goulotte LA85XH50XL2000 abs sans halogene - 611707
034389,11.52,Legrand - Coupe terre basse - 034389
MWN340A,28.6,Hager - Disjoncteur 3KA 3P c 40A - MWN340A
CCA216E,138.15,Hager - Interrupteur differentiel 2P 16A 10MA 2M - CCA216E
4TBB600948C0200,6.67,Vynckier - Boite de derivation 6MM - 600948
MWN332A,23.9,Hager - Disjoncteur 3KA 3P c 32A - MWN332A
092022,7.01,Legrand - Plexo boite 100X100X55 7 entrees - 092022
A9C20844,119,Schneider - Contacteur 220/240VAC 40A 4NO - A9C20844
MCA216,27.8,Hager - Disjoncteur 6KA 2P c 16A - MCA216
NP2.3-12,22.37,"Yuasa - Batterie 12V 2,3AH NP2,3-12 - NP2.3-12"
412623,145.26,Legrand - Interrupteur crepusculaire 16A 1 module - 412623
243-204,20,"Wago - Connecteur 4FILS 0,8MM gris fonce - 243-204"
MWN210A,7.78,Hager - Disjoncteur 3KA 2P c 10A - MWN210A
AMSB116,1.75,Collier pour piquet terre 16MM - AMS116
5.00039E+12,4.04,Duracell - 'DL123' 3V - CR123A.1
2CDB720008R0000,3.01,Vynckier - Fiche 2P+T 10/16A 250V noir - 600604
952110,179.76,Dehn - Guard m tt 2P 275 - 952110
T1-EF 60X80G,8.96,Bocchiotti - Goulotte T1EF LA60XH80XL2000 gris - T1-EF 60X80G
A85000001,436.94,Turbotech - Testeur de prise de terre cat iii 300V - TOHME-BE30
MWN320A,23.66,Hager - Disjoncteur 3KA 3P c 20A - MWN320A
637110,37.64,Legrand - Dlp goulotte LA40XH25XL2000 blanc sans halogene - 637110
2049554,1.4,Obo - Contre-ecrou ps M32 griscl - 2049554
031913,28,Legrand - Collier colson 9X185 noir ext - 031913
A9C20132,41.99,Schneider - Contacteur 24VAC 25A 2NO - A9C20132
SB2.5-1VL-40,1031.69,Sma - Onduleur Sma Sunny Boy 2.5 - Sb2.5-1Vl-40
SB3.0-1AV-41,1080.99,Sma - Onduleur Sma Sunny Boy 3.0 Av 41 - Sb3.0-1Av-41
SB2.0-1VL-40,907.24,Sma - Onduleur Sma Sunny Boy 2.0 - Sb2.0-1Vl-40
SB4.0-1AV-41,1326.48,Sma - Onduleur Sma Sunny Boy 4.0 Av 41 - Sb4.0-1Av-41
SB3.6-1AV-41,1195,Sma - Onduleur Sma Sunny Boy 3.6 Av 41  - Sb3.6-1Av-41
SB5.0-1AV-41,1450,Sma - Onduleur Sma Sunny Boy 5.0 Av 41 - Sb5.0-1Av-41
STP 6.0 3AV40,1915.2,Sma - Onduleur Sma Sunny Tripower 6.0 - Stp 6.0 3Av40
STP10.0-3AV-40,2812.5,Sma - Onduleur Sma Sunny Tripower 10.0 - Stp10.0-3Av-40
STP8.0-3AV-40,2295,Sma - Onduleur Sma Sunny Tripower 8.0 - Stp8.0-3Av-40
H1Z2Z2K1X6BKR100CCA,135,Câble solaire Cca 6 Mm H1Z2Z2-K Ccas1A1 6 Zw 120Deg T - H1Z2Z2K1X6BKR100CCA
H1Z2Z2K1X4RDR100CCA,100,H1Z2Z2-K CCAS1A1 4 RO 120DEG T - H1Z2Z2K1X4RDR100CCA
H1Z2Z2K1X6RDR100CCA,135,H1Z2Z2-K Ccas1A1 6 Ro 120Deg T - H1Z2Z2K1X6RDR100CCA
H1Z2Z2K1X4BKR100CCA,100,H1Z2Z2-K Ccas1A1 4 Zw 120Deg T - H1Z2Z2K1X4BKR100CCA
2149022,0.79,Obo - Attache quick M32 gris - 2149022
773-173,21,Wago - Connect 3P 6MM transparent - 773-173
032029,53,"Legrand - Collier colring 7,6X360 noir - 032029"
080151,1,Legrand - Boã—te maâ€onn. 1 poste 50MM - 080151
4TBB600953C0200,5.09,Vynckier - Boite de derivation semi_etan IP54 - 600953
550,0.6,Helia - Couvre-cable ext jn H50XL330 pc - 550
037170,4.45,"Legrand - Borne terre 2,5MM vert/jaune - 037170"
635850,20.56,"Erico - Piquet de terre 14,2X1,5M - 635850"
504E,1.67,Bticino - Boite encastrement 4 modules 130X71X52 - 504E
761-84001,1.44,Niko - Hydro presse etoupe M20 noir - 761-84001
2030628,1.56,Obo - Reduction pa M25-M20 griscl - 2030628
6026826,11.8,Obo - Goulotte wdk LA30XH30XL2000 creme blanc - 6026826
MCA220,26.01,Hager - Disjoncteur 6KA 2P c 20A - MCA220
9100057,24.5,Attache en forme-u rouge laquee 20MM - 9100057
IMT46921,40,Schneider - Bande colson 3.6X300 polyamide transp cintura - IMT46921
032015,11,"Legrand - Collier colring 3,5X140 noir - 032015"
92.931.3053.1,3.51,Wieland - Connecteur femelle nr GST18I3B - 92.931.3053.1
637100,29.29,Legrand - Dlp goulotte LA25XH25XL2000 blanc sans halogene - 637100
636012,28.95,Legrand - Goulotte LINA25 LA60XH60XL2000 gris - 636012
ESC425S,69.95,Hager - Con modules silencieux 4X25A 4NO 230V - ESC425S
2CDB720006R0000,26.06,"Vynckier - Bloc multiple 4X16A+CORDON nr 1,5M - 600015"
050446,10.42,Legrand - Fiche fem 2P+T 16A caoutch sor d - 050446
MCA463,143,Hager - Disjoncteur 6KA 4P c 63A - MCA463
6022022,53.73,Obo - Goulotte wdk B130XH60XL2000 gris - 6022022
2035332,0.47,Obo - Presse-etoupe ps M20 griscl IP54 - 2035332
4006211111/LR6,3.8,"Varta - Alkaline industrial pro aa LR6 1,5V - 4006.211.111"
Non available,9.84,Abl-Sursum - Fiche femelle + anneau + couvercle 2P 16A +t +s noir IP44 - 1579202
M421405,15,Maskate - Attache chev clou 16-19MM S6 tr - M421405
92.932.3053.1,3.04,Wieland - Connect male GST18I3F S2R - 92.932.3053.1
T1-EF 80X80G,11.94,Bocchiotti - Goulotte T1EF LA80XH80XL2000 gris - T1-EF 80X80G
092062,32.84,Legrand - Plexo boite de derivation 220X170X86 14 entrees - 092062
EPN510,37.9,Hager - Telrup 1M 1NO 16A 230VAC - EPN510
A9S60220,17.88,Schneider - Interrupt modules 2P 20A - A9S60220
4016945,93.27,Fluke - Voltage/continuity tester - 4016945
037172,4.68,Legrand - Borne terre 6MM vert/jaune - 037172
952315,368.79,Dehn - Guard m tt 275 fm - 952315
1236000119,6.2,Reddy - Boite encastrement 45MM + 2 vis - 0119
506L,4.89,Bticino - Ll boite encastrement 7 modules - 506L
1600001,57.84,Theben - Interrupteur horaire modules 24H s/resm 10A - SYN160A
IMT46923,25,"Schneider - Bande colson 7,6X300 polyamide noir cintura - IMT46923"
9005000000,80.84,Weidmuller - Stripax - 9005000000
412657,253.55,Legrand - Interrupteur crepusculaire 2 sorties 16A 2 modules - 412657
MAGICGEL-300,18.22,Raytech - Resine magic gel 300 ( 2X150ML) - MAGICGEL300
9100004,21,Attache en acier rouge laquee 25MM - 9100004
221-613,20.7,"Wago - Borne raccord 3FILS 0,5-6MM - 221-613"
6080101,138.46,Theben - Interrupteur horaire digital 24H/7J resm 16A 1CO - TR608 TOP2 S
412544,53.47,Legrand - Contactor 2P 25A 250V 2NO 1 module - 412544
37084,21.94,Rallonge av terre 10M blanc - 37084
080061,3.03,Legrand - Batibox boite paroi creuse 1 mecanisme 60MM - 080061
2CDB121201R0164,7.9,Vynckier - Disjoncteur 3KA 2P c 16A EPP30 fixwell - 678147
A9C20864,165,Schneider - Contacteur 220/240VAC 63A 4NO - A9C20864
5.00039E+12,2.41,Duracell - 'DL2032' 3V 180MAH BL/2PCS - CR2032.2
ENP2.3-12,16.24,"Enersys - Batterie 12V 2,3AH - ENP2.3-12"
MWN206A,12.9,Hager - Disjoncteur 3KA 2P c 6A - MWN206A
1236000115,15,"Reddy - Collier 19-22MM3/4"" gris - 0115"
003701,70.31,Legrand - Minuterie escalier 1MODULE 30SEC-10MIN 16A 2000W 1 module - 003701
092064,30.52,Legrand - Plexo boite de derivation 220X170X86 24 entrees - 092064
2140357,0.93,Obo - Attache gris 35MM PVC2962PGL - 2140357
MWN240A,15.45,Hager - Disjoncteur 3KA 2P c 40A - MWN240A
2049562,0.83,Obo - Contre-ecrou ps M40 griscl - 2049562
010605,9.43,Legrand - Dlp angle interieur variable LA105XH50 special mosaic blanc - 010605
DZ5CE062,8,Schneider - Embout moyen vert 6MM2 - DZ5CE062
2607017164,32.52,"Bosch - Embouts et douilles, coffret de 43 pièces 43PC - 2607017164"
4152643,381.9,Fluke - True rms clamp meter - 4152643
010740,16.28,Legrand - Dlp derivation t LA105XH35/H50 special mosaic blanc - 010740
80290701,4.33,Spelsberg - Boîte de dérivation abox 025 vide - 80290701
DZ5CE025,4,"Schneider - Embout moyen gris 2,5MM2 - DZ5CE025"
37071,12.54,"Cordon 5M blanc 3G1,5 - 37071"
4016950,138.44,Fluke - Voltage/continuity tester with switchable load - 4016950
2024756,2.39,Obo - Presse-etoupe v-tec PG16 pa IP68 - 2024756
2032684,76.38,Fluke - All-in-one test lead set - 2032684
1040MONO,19.03,Huppertz - Compt-kwh 10-40A mono 220V 50HZ - 1040MONO
